9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,0.9999999999965
1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,0.141421356236766,0.989949493657365
1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,0.31622776601532,0.94868329804596
1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,0.514495755424621,0.857492925707702
1.41421356236461e-06,1.41421356236461e-06,1.41421356236461e-06,1.41421356236461e-06,1.41421356236461e-06,1.41421356236461e-06,0.707106781182305,0.707106781182305
1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,1.37198868113232e-06,0.857492925707702,0.514495755424621
1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,0.94868329804596,0.31622776601532
1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,0.989949493657365,0.141421356236766
9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,9.999999999965e-07,0.9999999999965,9.999999999965e-07
1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,0.141421356236766,1.13137084989413e-06,0.989949493657365
1.29777136904064e-06,1.29777136904064e-06,1.29777136904064e-06,1.29777136904064e-06,1.29777136904064e-06,0.16222142113008,0.16222142113008,0.973328526780477
1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,0.182574185834082,0.365148371668163,0.912870929170408
1.56892908109582e-06,1.56892908109582e-06,1.56892908109582e-06,1.56892908109582e-06,1.56892908109582e-06,0.196116135136977,0.588348405410931,0.784464540547909
1.56892908109582e-06,1.56892908109582e-06,1.56892908109582e-06,1.56892908109582e-06,1.56892908109582e-06,0.196116135136977,0.784464540547909,0.588348405410931
1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,0.182574185834082,0.912870929170408,0.365148371668163
1.29777136904064e-06,1.29777136904064e-06,1.29777136904064e-06,1.29777136904064e-06,1.29777136904064e-06,0.16222142113008,0.973328526780477,0.16222142113008
1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,1.13137084989413e-06,0.141421356236766,0.989949493657365,1.13137084989413e-06
1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,1.26491106406128e-06,0.31622776601532,1.26491106406128e-06,0.94868329804596
1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,1.46059348667265e-06,0.365148371668163,0.182574185834082,0.912870929170408
1.63299316184457e-06,1.63299316184457e-06,1.63299316184457e-06,1.63299316184457e-06,1.63299316184457e-06,0.408248290461141,0.408248290461141,0.816496580922283
1.70560573083248e-06,1.70560573083248e-06,1.70560573083248e-06,1.70560573083248e-06,1.70560573083248e-06,0.42640143270812,0.63960214906218,0.63960214906218
1.63299316184457e-06,1.63299316184457e-06,1.63299316184457e-06,1.63299316184457e-06,1.63299316184457e-06,0.408248290461141,0.816496580922283,0.408248290461141
